application_id,credit_score,income,debt_to_income,payment_history,credit_utilization,length_of_credit,number_of_accounts,derogatory_marks,inquiries_last_6_months,employment_length,home_ownership,loan_amount,loan_term,interest_rate,risk_level,decision
APP0013,724,116881,0.6561608811435241,Good,0.29995734285026115,28.05316301367236,3,1,3,13.284359445577646,Rent,135437.8540580228,60,12.207458347703795,Good,Decline
APP0014,508,47770,0.5949605340866888,Poor,0.2287707728429246,27.75670904850359,7,0,4,11.953642560556151,Own,83014.18627170907,24,8.7971231797722,Poor,Decline
APP0015,527,108399,0.13515820802478165,Fair,0.7005588592793346,15.568782779190768,5,0,5,4.058517714039764,Rent,370993.60537693684,12,14.333550090126488,Poor,Decline
APP0016,643,69947,0.15103128475753247,Poor,0.26507238978221526,10.508635826529497,7,0,3,8.565014005198064,Mortgage,209215.13667759305,12,7.721648929960701,Fair,Decline
APP0017,598,48714,0.382011297842846,Poor,0.7857280256963729,22.376840004742533,5,0,2,13.917893029267574,Rent,40720.8630543282,60,11.49650804406626,Fair,Decline
APP0018,731,52902,0.3067033458335603,Poor,0.1374162033338552,2.0646753610089323,10,0,0,10.745045440066773,Own,438725.4958302373,12,3.839224372686178,Good,Approve
APP0019,609,56991,0.2626690261392335,Good,0.15706191692245453,14.768301175265886,8,2,3,0.3716066811019836,Rent,283259.2333042577,24,14.145269107006573,Fair,Decline
APP0020,558,75604,0.29670314923609953,Fair,0.8822788218355232,10.753378433839673,6,1,3,19.071136134401968,Mortgage,172236.20308017434,24,7.134512001583111,Poor,Decline
APP0021,846,78070,0.6624379203078193,Excellent,0.622763063529504,27.695540667974086,7,1,3,16.896321051442868,Mortgage,178551.6582699375,60,9.288054909411438,Excellent,Decline
APP0022,677,50657,0.7504596375422978,Excellent,0.7698541407646099,1.3480877909077937,6,1,1,5.210900282194757,Own,152223.09789354433,36,4.661779305155605,Good,Decline
APP0023,706,64391,0.38357188616929655,Fair,0.3256799707487903,17.03163139583212,14,0,2,12.329178703325923,Rent,233185.2844723945,24,14.34669445464289,Good,Approve
APP0024,557,118556,0.734277701492748,Fair,0.6250111870925137,22.479243850932153,9,0,3,18.464787674563755,Own,175150.42735919103,24,11.075644847158722,Poor,Decline
APP0025,645,108188,0.3250469908735174,Fair,0.5551055532123076,15.065521638197197,7,0,1,1.9202202422730275,Own,278493.68899459863,12,3.6473697220333468,Fair,Decline
APP0026,711,75908,0.4335058904406542,Good,0.5626776021045049,3.476687874718928,8,0,4,10.060589615934013,Mortgage,389023.45361293416,12,4.8624813501514,Good,Review
APP0027,584,65950,0.2582202984711998,Excellent,0.6301525906070633,29.201380310809164,8,0,2,9.12486051692589,Rent,340486.028887743,24,7.7980079717117965,Fair,Decline
APP0028,737,68000,0.5483332295230908,Fair,0.5390552971597338,16.02230250990684,12,0,2,8.204100105670646,Own,154283.8774495174,60,5.601252148611261,Good,Decline
APP0029,639,80337,0.7852867806223663,Good,0.41470301390726605,18.81140108525133,10,1,2,16.7117721778585,Mortgage,269083.09565449186,36,6.6555068341959664,Fair,Decline
APP0030,670,39430,0.522445167230365,Excellent,0.2845342902234648,7.861683698517712,11,1,1,7.612922933949147,Own,421661.8183570029,12,14.969893930514118,Fair,Decline
APP0031,639,58565,0.35046985887948423,Poor,0.7032941312762218,15.021444468097311,9,2,2,1.2732666648201518,Rent,43421.05502393548,12,10.90378436579763,Fair,Decline
APP0032,885,23285,0.55347221219337,Good,0.24233156550270826,13.445335266791334,5,1,1,1.3167548432860499,Own,48365.660823583334,36,14.066611227773423,,Decline
APP0033,698,74980,0.1860444749257713,Excellent,0.638501160231252,3.1719794180575285,6,1,5,0.8548921304921797,Rent,282523.3333443792,12,8.229580498251948,Good,Review
APP0034,594,81179,0.7220613561857792,Good,0.24833289925192764,4.07865025287655,8,0,3,8.182908437480744,Mortgage,323166.4129110036,60,11.523387413886814,Fair,Decline
APP0035,782,52920,0.4521587655458855,Excellent,0.5815306444612858,25.286703068944462,6,0,1,14.3681255539672,Mortgage,113592.37773019301,12,8.516283505935464,Very Good,Review
APP0036,577,104349,0.41454481942774946,Excellent,0.6850165270596745,7.954778613991117,10,0,2,4.07444923861031,Own,375157.8620788439,12,6.938694514260289,Poor,Decline
APP0037,720,34355,0.5101053519174635,Poor,0.23590680557055832,6.653789873460286,10,0,3,12.929370408630989,Mortgage,326669.0547499565,24,9.230077758012676,Good,Decline
APP0038,504,28390,0.5373487039525817,Good,0.10095180573211204,15.642432086254038,7,1,3,13.741769442074084,Own,462411.74143578036,60,8.12773250144984,Poor,Decline
APP0039,567,70611,0.15024306435855914,Fair,0.16132768154504798,23.293666809512874,8,0,5,5.104042480311959,Own,92787.55891068299,60,14.766487784168325,Poor,Decline
APP0040,719,91177,0.5778320548563818,Poor,0.5650974221803716,2.7964490387906498,12,0,1,12.011153121212585,Rent,378173.39002542524,24,8.95399686259681,Good,Decline
APP0041,773,107098,0.2693521762208707,Poor,0.7720294452918752,17.72742966950942,8,0,0,13.697366800536948,Own,50985.11438580084,48,12.733357594785545,Very Good,Approve
APP0042,717,53527,0.5997668427546129,Excellent,0.08824729805011071,4.457102842376628,8,0,0,9.332272456042514,Rent,286993.28066376975,36,11.001833619550181,Good,Decline
APP0043,688,91967,0.6757743560689378,Fair,0.6740285701853993,2.0573704739429353,12,1,4,6.734331945601902,Own,280428.6183545815,60,8.75552684660907,Good,Decline
APP0044,669,64037,0.6627709552867642,Good,0.3401208490575443,2.5295746127043044,5,0,0,12.383031031486546,Rent,200308.6718769029,48,8.689800869596034,Fair,Decline
APP0045,552,60684,0.48675067718552245,Fair,0.45674911443159416,25.1907591380448,6,0,1,19.556941746561137,Mortgage,423839.8623575979,36,7.102681404744452,Poor,Decline
APP0046,628,87091,0.46411892461752585,Fair,0.8395306173687308,4.421202025213786,9,0,1,8.536828187379562,Own,12141.615945145995,60,4.283781691584673,Fair,Decline
APP0047,653,81308,0.20001317293758822,Fair,0.33217577902546863,2.3093895679564667,8,1,2,7.83470192570242,Rent,264887.90693027514,12,12.137631947247801,Fair,Review
APP0048,805,25590,0.642742305282195,Fair,0.44553639384856314,13.699096727144456,13,0,1,9.285338048522267,Own,116405.23941924184,60,14.017137518406468,Excellent,Decline
APP0049,734,101913,0.2899865663127001,Fair,0.06163005254657894,25.47581068631872,5,0,3,1.5243678689009643,Rent,374314.32336705213,36,5.615458255921412,Good,Approve
APP0050,523,99502,0.4476867959725626,Excellent,0.11935891200411261,8.609842918189756,8,0,4,11.0632655934278,Rent,31103.038889987612,48,14.10808192715037,Poor,Decline
APP0051,732,49360,0.29899186504926173,Excellent,0.2698028524645664,13.229665908251574,4,0,2,6.573947744345272,Own,417461.79720897303,12,5.787650616699338,Good,Approve
APP0052,661,74895,0.19367985409978522,Poor,0.07367440469791324,2.1577534443487854,3,0,3,2.4284424466252497,Own,420665.19108640624,36,9.360949223805303,Fair,Review
APP0053,632,77350,0.5406903878242156,Excellent,0.5866690271410133,14.0232769099114,13,1,2,9.325134822347467,Mortgage,418104.3460777164,36,7.123463953525654,Fair,Decline
APP0054,761,71516,0.1380324243760327,Poor,0.41243860328137916,17.750779338476878,6,0,2,0.06767973147954853,Mortgage,84758.57809900823,60,4.374105430947099,Very Good,Approve
APP0055,803,51242,0.62405166388834,Poor,0.5159234223188187,17.556304558812197,7,0,2,8.035704903255178,Mortgage,318899.194094912,24,3.634060499466568,Excellent,Decline
APP0056,793,48209,0.3223107566827817,Good,0.19845010801188012,10.64037407305659,10,0,2,2.11470535852901,Own,17040.005999860907,24,7.3841583857307285,Very Good,Approve
APP0057,616,64361,0.10009428510313972,Fair,0.3015422250211237,10.15046223923093,7,0,4,0.4858540679956058,Mortgage,425501.6697317079,12,3.5681263745932794,Fair,Decline
APP0058,669,94318,0.4577903974660609,Excellent,0.6142508036248163,4.092084949161339,8,2,1,16.48950092489004,Rent,364257.84481922403,36,4.250477250454216,Fair,Review
APP0059,733,78590,0.1327963359693222,Good,0.8705073150858398,11.637151298741783,8,0,1,18.324976065652695,Own,270265.3281406338,48,4.70757094557581,Good,Approve
APP0060,797,55734,0.29331869047462966,Excellent,0.09285425756187782,3.885345397315975,7,0,1,4.1534929671821335,Rent,367989.80221734237,12,3.0229884741479887,Very Good,Approve
APP0061,652,84292,0.5948835412190013,Poor,0.8068266727269762,23.231282396649497,8,0,5,10.785965276685225,Rent,56218.80735936839,12,4.839026590123842,Fair,Decline
APP0062,681,-6213,0.1438827351353061,Excellent,0.5403490211145272,29.02195463469739,8,1,4,5.559163142619699,Rent,269041.3577666596,60,9.927344164540495,Good,Review
APP0063,589,93719,0.6875369446492017,Fair,0.5293316317422802,29.1321592433345,9,1,1,9.871548773443644,Own,152725.48099005828,48,12.834277465151239,Fair,Decline
APP0064,580,21507,0.10267394586100818,Poor,0.4752367549265963,26.08706188188642,6,0,2,8.732626417883205,Own,486583.5369792568,36,5.321159512896838,Poor,Decline
APP0065,781,55938,0.2727767084413316,Poor,0.10898497301855588,18.422972330848953,8,1,4,5.381021101609713,Mortgage,429987.7958057118,36,3.9704712461700034,Very Good,Approve
APP0066,835,37008,0.6186328393064501,Good,0.12639532397573658,21.32510522007252,11,1,0,14.007871592705953,Mortgage,369305.09095864865,36,11.754170381230466,Excellent,Decline
APP0067,692,32632,0.32138910481051475,Fair,0.5607752048102231,9.270968277732008,12,0,3,2.5298191864050845,Mortgage,467536.3412723686,12,3.0979525374865924,Good,Review
APP0068,800,94020,0.1713246716462095,Poor,0.33981478572022455,19.292342185006,7,0,3,1.0614556434273426,Mortgage,179953.21923708214,60,11.809945224436575,Very Good,Approve
APP0069,736,53307,0.3521637431602995,Fair,0.8296778565910286,14.213836933756447,9,0,3,15.353508660745582,Rent,451431.1505042088,12,4.5734068304025755,Good,Approve
APP0070,635,73662,0.2892753004691679,Excellent,0.39560195675555143,14.978502853531042,6,0,4,13.318600624413596,Own,169366.73373228806,24,5.739420745432842,Fair,Decline
APP0071,736,63826,0.6898983315123886,Fair,0.17178923989724493,22.97552025087958,9,1,2,9.97052248292796,Mortgage,369070.392648665,24,4.440838930656355,Good,Decline
APP0072,853,76926,0.3193435423096002,Poor,0.6575110084767306,9.175632312320298,5,0,2,9.355795409450831,Rent,370844.28677046,36,5.968057884616734,,Approve
APP0073,696,66920,0.6522527302432051,Good,0.29935040822485837,10.223148739141077,13,1,1,9.948227589828525,Own,18991.4394625058,60,12.578111261541538,Good,Decline
APP0074,856,32925,0.7243105013675144,Poor,0.4966497612525092,27.814611942730462,12,1,3,8.740481521973457,Own,186919.25215631563,36,4.590529261500909,,Decline
APP0075,438,89906,0.4036721937035707,Fair,0.6431578676793945,2.630504550678195,8,0,3,7.857845916623583,Own,19522.009480163964,36,14.929987587522408,Poor,Decline
APP0076,782,52656,0.7369602006980744,Fair,0.8152244945217598,15.083394653986872,8,2,2,9.993812057722407,Rent,498575.0886290218,12,6.925173313173502,Very Good,Decline
APP0077,708,26085,0.36412263777423504,Poor,0.7233625155814247,27.47122321182799,5,1,2,10.57030342319521,Mortgage,69876.41329632662,36,14.063617506099947,Good,Approve
APP0078,670,54297,0.7748548915430757,Fair,0.6249069076918154,18.700527226726553,9,0,2,13.838046281672419,Own,275977.3388675736,36,5.280396958026559,Fair,Decline
APP0079,709,102518,0.16250266716790107,Excellent,0.6276882050358721,16.84580515215183,3,0,5,14.224143214680451,Rent,397372.55699369224,60,5.254770239332821,Good,Approve
APP0080,501,86255,0.5809134865522699,Poor,0.8540359474272735,8.242581197651301,8,0,3,7.552581602802892,Own,108619.16510783731,60,9.784028196516886,Poor,Decline
APP0081,678,56283,0.4456698283198501,Good,0.3014504828720556,10.954989182869,10,1,2,8.270810454869775,Rent,247675.8073667816,60,3.607201018856135,Good,Review
APP0082,735,56268,0.371354163818953,Poor,0.0509452800667593,25.709404058336094,8,2,3,7.4739433947244605,Mortgage,307640.09285136394,36,12.612034771627114,Good,Approve
APP0083,847,56959,0.5428983151240206,Excellent,0.28116137548846887,17.217325821285286,13,2,4,10.730715472514207,Mortgage,88500.32965381723,60,8.275383008016647,Excellent,Decline
APP0084,648,116918,0.5926999641440319,Excellent,0.23520767268273238,15.927523618946616,3,2,3,9.067070758283906,Own,391492.17535665387,60,11.390357680234255,Fair,Decline
APP0085,619,74548,0.10305428875521637,Excellent,0.6125593973468985,3.887811692660839,9,1,1,17.791929262723873,Mortgage,156674.864022789,48,5.095586441952232,Fair,Decline
APP0086,649,75751,0.2168671621230391,Excellent,0.5886548598006996,1.4648165371985704,4,1,0,13.927225338329452,Mortgage,113401.30740603176,48,10.708288209434285,Fair,Decline
APP0087,791,90757,0.5991322354440232,Excellent,0.5544421752990152,28.946870471924424,12,0,7,17.97312767508891,Rent,283561.48575433425,24,10.128847852220323,Very Good,Decline
APP0088,732,70969,0.5664697895047446,Good,0.06380692672803565,11.932598851318408,8,1,2,14.182739831188512,Rent,211053.67754503957,12,12.067935023015325,Good,Decline
APP0089,647,58523,0.7762332535900741,Fair,0.6694613462830503,18.493178800885627,6,0,4,19.41984297047628,Own,460940.1128718447,12,6.568815511811647,Fair,Decline
APP0090,751,60091,0.6327264531755482,Excellent,0.3250008506126678,3.3117371224312646,8,0,0,12.714735565105382,Rent,441230.7221170954,60,14.19798689965811,Very Good,Decline
APP0091,709,63209,0.7655408954119367,Excellent,0.6152975906556364,20.81031428596835,8,0,1,19.271002763261095,Mortgage,246841.82506055277,24,14.535612832748782,Good,Decline
APP0092,796,64069,0.5917783510743649,Poor,0.5230916642268303,28.044434552472868,7,0,2,3.1633978081885217,Rent,186039.2496155428,24,13.417483334656257,Very Good,Decline
APP0093,629,83190,0.3086365460476102,Good,0.3413212866137211,17.69429233692517,9,0,1,1.049553616588077,Mortgage,169503.81099931995,48,9.864405193926501,Fair,Decline
APP0094,667,66298,0.17375544557559955,Good,0.1643898270384916,4.657344348886906,9,0,0,11.582503704077185,Own,141106.1753099386,24,8.043459247936207,Fair,Review
APP0095,660,83316,0.647276704341455,Fair,0.1302560630114088,17.869924296730826,6,0,1,19.669864115995498,Mortgage,276828.4483191139,36,3.695909022839458,Fair,Decline
APP0096,553,62982,0.5509044550331412,Good,0.75679058314539,23.22406918003492,5,0,1,8.352104946047936,Rent,404439.5163199263,60,14.366733617531875,Poor,Decline
APP0097,729,66965,0.13373020867530738,Poor,0.8306379107693243,12.786079560646542,7,0,0,4.240867243859192,Rent,162270.7380197433,36,14.421376124380402,Good,Approve
APP0098,726,15044,0.3520353261306849,Poor,0.6023198397496546,26.515294690302568,8,0,2,10.43082898387028,Rent,103146.10394715994,12,3.2242614597562063,Good,Approve
APP0099,700,87908,0.7697598708390004,Fair,0.13791899763141086,19.81180564736357,8,0,3,12.975972491577771,Rent,242987.06502981053,48,7.282650559688641,Good,Decline
APP0100,676,73662,0.4502808019971409,Poor,0.3917231343550046,27.07821863038687,7,0,2,6.303573910317779,Own,43826.8642308566,36,13.560436419099142,Good,Review
APP0101,558,89950,0.4029103952137933,Excellent,0.6695983200893836,19.081654026172778,8,1,8,14.29538716998519,Mortgage,353626.71300355636,60,3.9702243964754196,Poor,Decline
APP0102,657,-7406,0.42038972361150584,Excellent,0.7128477514085578,4.8073511881399025,5,0,1,19.502290140914514,Rent,263995.5504879475,36,5.358796520522489,Fair,Review
APP0103,665,117209,0.24621790680361463,Poor,0.1504858289474253,9.981059622050484,12,1,1,17.93926243421234,Mortgage,253223.65590669855,36,14.74412780183509,Fair,Review
APP0104,619,61510,0.35809501960535667,Fair,0.050026111018575056,6.852053499321251,7,2,5,5.831707470243906,Own,157218.23597951102,24,13.167465745444183,Fair,Decline
APP0105,683,92704,0.3588692791910237,Good,0.6553164889985142,27.355968433789005,10,0,2,6.534473662891966,Mortgage,453289.984390551,48,13.944761929005164,Good,Review
APP0106,740,39002,0.1366485141312307,Fair,0.35310674958827476,23.051601951337,5,0,1,7.430824488991772,Rent,54338.28300628082,12,4.705853023863806,Good,Approve
APP0107,888,80319,0.6372973399625429,Good,0.2663091318755212,20.615552698390175,8,0,2,7.891055567872907,Mortgage,436213.7643546454,60,5.53579150760214,,Decline
APP0108,717,38664,0.39155310233271534,Poor,0.06096284932109663,9.72802326931703,6,0,2,2.0063899838655885,Rent,194585.5491838021,60,10.264999012220988,Good,Approve
APP0109,725,49405,0.6755259207714963,Poor,0.5092544957472748,6.337298389456192,6,0,3,15.239256777785785,Rent,441505.52282776096,12,9.02085865203239,Good,Decline
APP0110,692,112850,0.6952436007839269,Excellent,0.7734781251120845,22.937081551678443,11,1,3,7.306785272214009,Own,367093.11458286794,60,6.582040686564587,Good,Decline
APP0111,508,60232,0.24839583828906067,Good,0.8639868993316997,14.75058043049331,10,0,1,17.596399534109043,Own,61043.65606439877,24,13.606155596846957,Poor,Decline
APP0112,697,70435,0.56014743751909,Fair,0.5308832080212958,7.547897012368245,9,1,1,18.538812462402174,Mortgage,417452.78038958326,36,13.816663386426876,Good,Decline
APP0113,706,86751,0.43059726291408723,Poor,0.48729212857891,18.88203736679298,9,0,4,0.4886261861537622,Mortgage,344266.6485127575,24,6.500208121759334,Good,Review
APP0114,946,77392,0.7161097165450396,Fair,0.12229792766585494,2.169681712015107,9,0,3,19.770061398564124,Rent,25827.93732852074,24,4.869037687103278,,Decline
APP0115,680,68760,0.2510184754235179,Excellent,0.5165418813112098,10.458937369719353,5,0,2,14.20045463000369,Rent,75514.31423373827,24,4.789109049243762,Good,Review
APP0116,730,74124,0.574469240217031,Good,0.37298221712058544,14.588152843142904,11,1,3,10.407844519859246,Rent,321457.7473594906,12,8.81310234470327,Good,Decline
APP0117,696,125085,0.5254264855769059,Good,0.5660649887510404,5.290791689172769,7,0,3,7.790552167451066,Rent,334674.2464113396,48,4.595021944816235,Good,Decline
APP0118,583,63559,0.30671103430028296,Poor,0.38041739569506466,29.554979850134348,6,0,1,10.370362652194258,Own,375859.2020904216,12,8.680082665142704,Fair,Decline
APP0119,814,70027,0.19562063255582085,Good,0.25425425493281173,7.063823573098813,5,0,3,6.492494479568888,Rent,362920.2463797411,12,8.543208874318289,Excellent,Approve
APP0120,775,91266,0.5561478323340936,Poor,0.13072048394412003,4.780240771254701,10,0,0,12.453756273930965,Own,333164.77778827795,24,13.609322558467884,Very Good,Decline
APP0121,779,92638,0.6170182206926316,Excellent,0.31768067790056137,6.902511342719995,8,2,1,1.8596055288958246,Mortgage,385457.061855747,48,6.554525277600444,Very Good,Decline
APP0122,609,94675,0.32093914063434503,Good,0.13214810914458944,23.302772861632004,10,0,3,12.422452058236203,Mortgage,291791.9958872627,12,9.72782950369173,Fair,Decline
APP0123,840,80968,0.5513828228156197,Poor,0.20036240820038634,13.33966411888344,9,1,0,5.506897002768882,Own,137787.77890698292,48,11.921998371409156,Excellent,Decline
APP0124,559,36424,0.37659163532805234,Fair,0.889235734792614,17.397062252823602,10,0,2,0.35269658104692736,Rent,457064.5407280519,24,10.150977540598877,Poor,Decline
APP0125,758,105835,0.5992448182978325,Poor,0.4274880233706258,1.6092655526044615,9,0,3,11.054115323257552,Mortgage,18924.875156669186,12,14.448814139761645,Very Good,Decline
APP0126,919,36341,0.2394506924258372,Good,0.5020910015292641,1.9985079486261221,9,0,4,11.568955117053928,Own,189615.2427370302,48,10.22732976599724,,Approve
APP0127,600,72565,0.7231505018453221,Excellent,0.792575749426633,13.928940944983468,11,0,1,8.53138009423072,Mortgage,367146.44361761,60,13.822346141641342,Fair,Decline
APP0128,643,46143,0.3011867175259058,Good,0.8962335654170847,24.683002052847083,10,2,3,1.445724651006337,Rent,219306.4601633404,12,5.9406766710449155,Fair,Decline
APP0129,709,63396,0.35745019142930706,Good,0.5453072819429793,26.671927482519393,7,0,0,17.86685905608383,Own,22168.859665207012,12,9.729033273353236,Good,Approve
APP0130,649,73219,0.14066436645624486,Poor,0.7406027478875459,3.5144904602735663,9,1,1,12.228616144557778,Mortgage,42330.64252694446,12,9.519671118799852,Fair,Decline
APP0131,544,73033,0.17805854862489348,Fair,0.327899870686174,16.61252996092966,9,1,1,2.3142659913793917,Rent,327832.3108777614,48,14.873425321681001,Poor,Decline
APP0132,706,75548,0.46110333189862973,Good,0.30988236383019746,27.483660902098844,2,0,3,10.218611531882953,Own,482783.65370859683,36,5.4540757607894825,Good,Review
APP0133,593,105342,0.2873148737095801,Fair,0.39229816284537616,12.251209877538704,11,0,2,9.94508631896943,Own,280413.18155890447,12,4.6919207803917296,Fair,Decline
APP0134,747,76338,0.6848361580195361,Poor,0.6216311732726018,25.05740911142269,9,1,0,1.2080373758585394,Own,258311.33083164683,60,10.340064931565045,Very Good,Decline
APP0135,608,58896,0.1102853720584677,Fair,0.629862935866834,4.87717397758365,5,0,2,12.13719407205895,Own,165979.35439757095,60,5.68430571998476,Fair,Decline
APP0136,854,89102,0.3653658340703554,Poor,0.3179535194520332,28.12644020036616,2,0,2,16.16652797843129,Mortgage,135778.43019437094,24,10.669864147803478,,Approve
APP0137,621,94736,0.3361418827383649,Excellent,0.1632284355161344,22.791276208407776,6,4,4,14.980161084969563,Own,20282.64106057951,36,14.66986906223461,Fair,Decline
APP0138,667,34309,0.11352934164232073,Fair,0.5875368179956822,28.29869739082015,6,0,3,4.059388283283667,Own,143747.88514383088,36,14.358071944769492,Fair,Review
APP0139,781,79935,0.18705787930035717,Fair,0.15907698286044983,20.621899773022687,6,0,5,17.245850591084228,Own,230064.11602397368,48,5.773236295727976,Very Good,Approve
APP0140,576,82529,0.38954987244304473,Excellent,0.5417186319949305,11.538714027983383,8,0,2,6.850843313187019,Own,106995.39369398558,24,5.050756178545788,Poor,Decline
APP0141,722,57560,0.4450052091132127,Fair,0.6394088088478627,28.20725400321695,7,2,4,18.930167565838826,Own,52800.51435590032,48,9.72887144595055,Good,Review
APP0142,830,99392,0.3830028230784084,Excellent,0.6455197719352839,8.991436512966176,7,1,3,1.4349592845142745,Rent,361686.6549547553,24,10.041327458677802,Excellent,Approve
APP0143,539,61248,0.47165637488846573,Good,0.6904512940606572,10.633003139790244,6,0,5,9.724173770396852,Mortgage,448363.9318433529,36,10.947000856567804,Poor,Decline
APP0144,718,68139,0.5165921724339771,Poor,0.7919305083308148,21.323444122050468,8,0,0,11.942487543550984,Rent,469018.31414667197,48,11.897891111841702,Good,Decline
APP0145,725,60673,0.10694667478948494,Excellent,0.47496514317007016,23.1941726862362,9,0,1,4.953001969492094,Mortgage,312819.3769635248,24,10.21148772806405,Good,Approve
APP0146,778,65389,0.42486661161745276,Fair,0.6707118111001354,27.952701031625462,8,0,2,15.427603774404554,Own,35859.54547364808,36,4.3410360446359535,Very Good,Approve
APP0147,576,37593,0.7744494686213119,Excellent,0.5762968250609612,6.939269862630075,7,0,2,12.537913596214342,Mortgage,373022.688681269,36,12.481895646833374,Poor,Decline
APP0148,567,28998,0.46332259609068416,Fair,0.20864394882803017,24.141943021357495,12,0,1,0.3621887457591111,Own,63946.699578324326,12,3.9542062142955117,Poor,Decline
APP0149,752,104862,0.5742795872212673,Good,0.07183619813899694,22.41783554851194,8,0,3,12.167371813924717,Own,338176.5776670337,48,3.239912234606305,Very Good,Decline
APP0150,729,43825,0.31830470054181825,Excellent,0.2918601778253937,2.8500421313543383,6,1,6,9.829564688368928,Rent,391889.25951645913,12,12.235898359342517,Good,Approve
APP0151,725,40215,0.6417939647069338,Good,0.4265786503869765,12.229471095096002,9,0,5,3.9205840340701537,Rent,365673.70830497163,36,9.58028909322811,Good,Decline
APP0152,734,11165,0.6410450373132807,Poor,0.5745400527643578,9.200198254742858,7,1,0,19.914964541190592,Rent,476423.064822954,48,11.38309702303828,Good,Decline
APP0153,631,49025,0.4649072333578973,Fair,0.7724654309277246,9.830222306266881,8,0,2,17.9432438965523,Mortgage,371691.67938902095,48,7.592967890491185,Fair,Decline
APP0154,723,31922,0.7832096762954496,Fair,0.2168088592002408,29.505459507086325,9,1,0,5.85015390058127,Mortgage,349672.79121108615,60,3.13310992229391,Good,Decline
APP0155,729,106050,0.1878851503338574,Good,0.15671732141370553,19.64054499091791,7,1,3,10.821418415972326,Rent,138254.15436972017,24,6.972184189572305,Good,Approve
APP0156,628,90245,0.1118633654227067,Poor,0.8689579553531783,21.81260857601149,7,0,1,6.330042798205815,Rent,463136.6563535918,60,10.29762279507771,Fair,Decline
APP0157,886,47796,0.6391107482299673,Excellent,0.14183787546994606,29.321911482135267,6,0,4,15.509915032721562,Own,97976.49668914177,60,5.708436845641317,,Decline
APP0158,747,121310,0.6650088761554178,Excellent,0.4567174095911108,11.938851691271521,7,0,2,18.6066286639291,Mortgage,453399.33962183195,36,11.253652003595176,Very Good,Decline
APP0159,580,89544,0.18414506038440337,Fair,0.5477291694743066,24.253364885131372,10,1,3,7.176572138287671,Own,163204.64623949607,24,12.53281211870334,Poor,Decline
APP0160,765,56879,0.2859079830710243,Good,0.5101682577713225,13.601397935830366,10,2,0,16.11168498287255,Mortgage,73780.16100005768,60,8.45120398038671,Very Good,Approve
APP0161,602,2514,0.11228665435664024,Good,0.12312733347800173,26.216476482634413,7,1,2,9.968150854264097,Rent,415074.6833628736,60,13.50865557683001,Fair,Decline
APP0162,778,122273,0.3053160275463953,Excellent,0.09847287690307646,6.2390686980277925,10,1,2,7.931571226231546,Mortgage,11222.772264406281,48,13.257798774829414,Very Good,Approve
APP0163,815,30260,0.6411993117430701,Poor,0.13966091334188033,28.48289913486411,6,0,1,18.768437041975396,Mortgage,417723.27566360706,36,13.536695433502004,Excellent,Decline
APP0164,617,23865,0.4625723693988053,Poor,0.5477495312917207,7.344379543915511,8,0,4,10.208093774380629,Own,138532.8026025282,60,10.93244439188202,Fair,Decline
